Row,Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size,,Check State,,
1158,Seasonal Influenza,States,Illinois,2014-15,Adult Students/Trainees and Volunteers,81.1,,"50,981",,,,
1159,Seasonal Influenza,States,Indiana,2014-15,Adult Students/Trainees and Volunteers,88.8,,"28,479",,,,
1160,Seasonal Influenza,States,Iowa,2014-15,Adult Students/Trainees and Volunteers,87.1,,"18,754",,,,
1161,Seasonal Influenza,States,Kansas,2014-15,Adult Students/Trainees and Volunteers,96,,"12,726",,,,
1162,Seasonal Influenza,States,Kentucky,2014-15,Adult Students/Trainees and Volunteers,74.2,,"15,170",,,,
1163,Seasonal Influenza,States,Louisiana,2014-15,Adult Students/Trainees and Volunteers,66.2,,"22,633",,,,
1164,Seasonal Influenza,States,Maine,2014-15,Adult Students/Trainees and Volunteers,80.7,,"4,124",,,,
1165,Seasonal Influenza,States,Maryland,2014-15,Adult Students/Trainees and Volunteers,96.5,,"23,385",,,,
1166,Seasonal Influenza,States,Massachusetts,2014-15,Adult Students/Trainees and Volunteers,90.3,,"28,464",,,,
1167,Seasonal Influenza,States,Michigan,2014-15,Adult Students/Trainees and Volunteers,89.3,,"39,953",,,,
1168,Seasonal Influenza,States,Minnesota,2014-15,Adult Students/Trainees and Volunteers,69.2,,"21,433",,,,
1169,Seasonal Influenza,States,Mississippi,2014-15,Adult Students/Trainees and Volunteers,80.9,,"9,323",,,,
1170,Seasonal Influenza,States,Missouri,2014-15,Adult Students/Trainees and Volunteers,91.4,,"31,007",,,,
1171,Seasonal Influenza,States,Montana,2014-15,Adult Students/Trainees and Volunteers,81.5,,"2,908",,,,
1172,Seasonal Influenza,States,Nebraska,2014-15,Adult Students/Trainees and Volunteers,87.2,,"14,019",,,,
1173,Seasonal Influenza,States,Nevada,2014-15,Adult Students/Trainees and Volunteers,81,,"7,941",,,,
1174,Seasonal Influenza,States,New Hampshire,2014-15,Adult Students/Trainees and Volunteers,91.8,,"5,910",,,,
1175,Seasonal Influenza,States,New Jersey,2014-15,Adult Students/Trainees and Volunteers,59.9,,"28,238",,,,
1176,Seasonal Influenza,States,New Mexico,2014-15,Adult Students/Trainees and Volunteers,87.5,,"7,856",,,,
1177,Seasonal Influenza,States,New York,2014-15,Adult Students/Trainees and Volunteers,88.6,,"79,868",,,,
1178,Seasonal Influenza,States,North Carolina,2014-15,Adult Students/Trainees and Volunteers,87.3,,"31,921",,,,
1179,Seasonal Influenza,States,North Dakota,2014-15,Adult Students/Trainees and Volunteers,93.9,,"3,387",,,,
1180,Seasonal Influenza,States,Ohio,2014-15,Adult Students/Trainees and Volunteers,78.3,,"47,353",,,,
1181,Seasonal Influenza,States,Oklahoma,2014-15,Adult Students/Trainees and Volunteers,90.6,,"13,894",,,,
1182,Seasonal Influenza,States,Oregon,2014-15,Adult Students/Trainees and Volunteers,67.1,,"12,103",,,,
1183,Seasonal Influenza,States,Pennsylvania,2014-15,Adult Students/Trainees and Volunteers,88.1,,"62,818",,,,
1184,Seasonal Influenza,National,United States,2014-15,Adult Students/Trainees and Volunteers,83.8,,"1,174,635",,,,
1185,Seasonal Influenza,States,Rhode Island,2014-15,Adult Students/Trainees and Volunteers,97.2,,"4,942",,,,
1186,Seasonal Influenza,States,South Carolina,2014-15,Adult Students/Trainees and Volunteers,82.1,,"16,631",,,,
1187,Seasonal Influenza,States,South Dakota,2014-15,Adult Students/Trainees and Volunteers,96.7,,"3,345",,,,
1188,Seasonal Influenza,States,Tennessee,2014-15,Adult Students/Trainees and Volunteers,87.6,,"29,997",,,,
1189,Seasonal Influenza,States,Texas,2014-15,Adult Students/Trainees and Volunteers,86.1,,"62,918",,,,
1190,Seasonal Influenza,States,Utah,2014-15,Adult Students/Trainees and Volunteers,95.7,,"9,902",,,,
1191,Seasonal Influenza,States,Vermont,2014-15,Adult Students/Trainees and Volunteers,61.8,,"2,204",,,,
1192,Seasonal Influenza,States,Virginia,2014-15,Adult Students/Trainees and Volunteers,86.1,,"29,070",,,,
1193,Seasonal Influenza,States,Washington,2014-15,Adult Students/Trainees and Volunteers,87.9,,"24,157",,,,
1194,Seasonal Influenza,States,West Virginia,2014-15,Adult Students/Trainees and Volunteers,74.9,,"9,210",,,,
1195,Seasonal Influenza,States,Wisconsin,2014-15,Adult Students/Trainees and Volunteers,95,,"32,723",,,,
1196,Seasonal Influenza,States,Wyoming,2014-15,Adult Students/Trainees and Volunteers,74,,"1,799",,,,
1197,Seasonal Influenza,States,Alabama,2015-16,Adult Students/Trainees and Volunteers,89.1,,"14,136",,,,
1198,Seasonal Influenza,States,Alaska,2015-16,Adult Students/Trainees and Volunteers,46.8,,"1,977",,,,
1199,Seasonal Influenza,States,Arizona,2015-16,Adult Students/Trainees and Volunteers,82.1,,"16,210",,,,
1200,Seasonal Influenza,States,Arkansas,2015-16,Adult Students/Trainees and Volunteers,84.7,,"12,541",,,,
1201,Seasonal Influenza,States,California,2015-16,Adult Students/Trainees and Volunteers,82.7,,"114,533",,,,
1202,Seasonal Influenza,States,Colorado,2015-16,Adult Students/Trainees and Volunteers,98.4,,"16,711",,,,
1203,Seasonal Influenza,States,Connecticut,2015-16,Adult Students/Trainees and Volunteers,92.5,,"14,138",,,,
1204,Seasonal Influenza,States,Delaware,2015-16,Adult Students/Trainees and Volunteers,92.1,,"5,835",,,,
1205,Seasonal Influenza,States,District of Columbia,2015-16,Adult Students/Trainees and Volunteers,91.1,,"3,199",,,,
1206,Seasonal Influenza,States,Florida,2015-16,Adult Students/Trainees and Volunteers,84.9,,"76,470",,,,
1207,Seasonal Influenza,States,Georgia,2015-16,Adult Students/Trainees and Volunteers,90.8,,"26,713",,,,
1208,Seasonal Influenza,States,Hawaii,2015-16,Adult Students/Trainees and Volunteers,77.1,,"4,355",,,,
1209,Seasonal Influenza,States,Idaho,2015-16,Adult Students/Trainees and Volunteers,92.2,,"4,468",,,,
1210,Seasonal Influenza,States,Illinois,2015-16,Adult Students/Trainees and Volunteers,82.5,,"57,272",,,,
1211,Seasonal Influenza,States,Indiana,2015-16,Adult Students/Trainees and Volunteers,84.7,,"30,332",,,,
1212,Seasonal Influenza,States,Iowa,2015-16,Adult Students/Trainees and Volunteers,85.1,,"22,189",,,,
1213,Seasonal Influenza,States,Kansas,2015-16,Adult Students/Trainees and Volunteers,95.3,,"13,917",,,,
1214,Seasonal Influenza,States,Kentucky,2015-16,Adult Students/Trainees and Volunteers,89,,"14,083",,,,
1215,Seasonal Influenza,States,Louisiana,2015-16,Adult Students/Trainees and Volunteers,82.1,,"16,672",,,,
1216,Seasonal Influenza,States,Maine,2015-16,Adult Students/Trainees and Volunteers,80.8,,"4,202",,,,
1217,Seasonal Influenza,States,Maryland,2015-16,Adult Students/Trainees and Volunteers,96.8,,"17,132",,,,
1218,Seasonal Influenza,States,Massachusetts,2015-16,Adult Students/Trainees and Volunteers,92.5,,"29,787",,,,
1219,Seasonal Influenza,States,Michigan,2015-16,Adult Students/Trainees and Volunteers,87.4,,"35,037",,,,
1220,Seasonal Influenza,States,Minnesota,2015-16,Adult Students/Trainees and Volunteers,70.9,,"24,024",,,,
1221,Seasonal Influenza,States,Mississippi,2015-16,Adult Students/Trainees and Volunteers,82.9,,"10,783",,,,
1222,Seasonal Influenza,States,Missouri,2015-16,Adult Students/Trainees and Volunteers,90.6,,"33,627",,,,
1223,Seasonal Influenza,States,Montana,2015-16,Adult Students/Trainees and Volunteers,66.9,,"3,115",,,,
1224,Seasonal Influenza,States,Nebraska,2015-16,Adult Students/Trainees and Volunteers,93.3,,"12,270",,,,
1225,Seasonal Influenza,States,Nevada,2015-16,Adult Students/Trainees and Volunteers,85,,"6,337",,,,
1226,Seasonal Influenza,States,New Hampshire,2015-16,Adult Students/Trainees and Volunteers,92.6,,"6,090",,,,
1227,Seasonal Influenza,States,New Jersey,2015-16,Adult Students/Trainees and Volunteers,84.2,,"28,061",,,,
1228,Seasonal Influenza,States,New Mexico,2015-16,Adult Students/Trainees and Volunteers,86.5,,"5,830",,,,
1229,Seasonal Influenza,States,New York,2015-16,Adult Students/Trainees and Volunteers,80.9,,"91,066",,,,
1230,Seasonal Influenza,States,North Carolina,2015-16,Adult Students/Trainees and Volunteers,90.1,,"35,929",,,,
1231,Seasonal Influenza,States,North Dakota,2015-16,Adult Students/Trainees and Volunteers,88.7,,"4,949",,,,
1232,Seasonal Influenza,States,Ohio,2015-16,Adult Students/Trainees and Volunteers,78.8,,"56,926",,,,
1233,Seasonal Influenza,States,Oklahoma,2015-16,Adult Students/Trainees and Volunteers,90.5,,"13,597",,,,
1234,Seasonal Influenza,States,Oregon,2015-16,Adult Students/Trainees and Volunteers,64.9,,"13,683",,,,
1235,Seasonal Influenza,States,Pennsylvania,2015-16,Adult Students/Trainees and Volunteers,90.6,,"58,390",,,,
1236,Seasonal Influenza,National,United States,2015-16,Adult Students/Trainees and Volunteers,86.4,,"1,191,901",,,,
1237,Seasonal Influenza,States,Rhode Island,2015-16,Adult Students/Trainees and Volunteers,98.2,,"5,570",,,,
1238,Seasonal Influenza,States,South Carolina,2015-16,Adult Students/Trainees and Volunteers,85.7,,"17,098",,,,
1239,Seasonal Influenza,States,South Dakota,2015-16,Adult Students/Trainees and Volunteers,97.9,,"4,741",,,,
1240,Seasonal Influenza,States,Tennessee,2015-16,Adult Students/Trainees and Volunteers,94.8,,"37,530",,,,
1241,Seasonal Influenza,States,Texas,2015-16,Adult Students/Trainees and Volunteers,90.9,,"58,572",,,,
1242,Seasonal Influenza,States,Utah,2015-16,Adult Students/Trainees and Volunteers,92.1,,"11,164",,,,
1243,Seasonal Influenza,States,Vermont,2015-16,Adult Students/Trainees and Volunteers,67,,"2,578",,,,
1244,Seasonal Influenza,States,Virginia,2015-16,Adult Students/Trainees and Volunteers,87.8,,"24,285",,,,
1245,Seasonal Influenza,States,Washington,2015-16,Adult Students/Trainees and Volunteers,89.6,,"25,998",,,,
1246,Seasonal Influenza,States,West Virginia,2015-16,Adult Students/Trainees and Volunteers,88.3,,"8,956",,,,
1247,Seasonal Influenza,States,Wisconsin,2015-16,Adult Students/Trainees and Volunteers,93.4,,"36,719",,,,
1248,Seasonal Influenza,States,Wyoming,2015-16,Adult Students/Trainees and Volunteers,86,,"2,104",,,,
1249,Seasonal Influenza,States,Alabama,2016-17,Adult Students/Trainees and Volunteers,90.2,,"18,794",,,,
1250,Seasonal Influenza,States,Alaska,2016-17,Adult Students/Trainees and Volunteers,73.4,,"1,851",,,,
1251,Seasonal Influenza,States,Arizona,2016-17,Adult Students/Trainees and Volunteers,83.8,,"17,807",,,,
1252,Seasonal Influenza,States,Arkansas,2016-17,Adult Students/Trainees and Volunteers,81.8,,"14,964",,,,
1253,Seasonal Influenza,States,California,2016-17,Adult Students/Trainees and Volunteers,85,,"115,929",,,,
1254,Seasonal Influenza,States,Colorado,2016-17,Adult Students/Trainees and Volunteers,98,,"13,452",,,,
1255,Seasonal Influenza,States,Connecticut,2016-17,Adult Students/Trainees and Volunteers,89.3,,"12,523",,,,
1256,Seasonal Influenza,States,Delaware,2016-17,Adult Students/Trainees and Volunteers,87.5,,"4,414",,,,
1257,Seasonal Influenza,States,District of Columbia,2016-17,Adult Students/Trainees and Volunteers,99,,"2,589",,,,
1258,Seasonal Influenza,States,Florida,2016-17,Adult Students/Trainees and Volunteers,83.8,,"83,861",,,,
1259,Seasonal Influenza,States,Georgia,2016-17,Adult Students/Trainees and Volunteers,90.4,,"27,313",,,,
1260,Seasonal Influenza,States,Hawaii,2016-17,Adult Students/Trainees and Volunteers,91.5,,"3,131",,,,
1261,Seasonal Influenza,States,Idaho,2016-17,Adult Students/Trainees and Volunteers,95.4,,"6,614",,,,
1262,Seasonal Influenza,States,Illinois,2016-17,Adult Students/Trainees and Volunteers,83,,"60,244",,,,
1263,Seasonal Influenza,States,Indiana,2016-17,Adult Students/Trainees and Volunteers,88.3,,"30,635",,,,
1264,Seasonal Influenza,States,Iowa,2016-17,Adult Students/Trainees and Volunteers,92,,"18,076",,,,
1265,Seasonal Influenza,States,Kansas,2016-17,Adult Students/Trainees and Volunteers,94.3,,"13,726",,,,
1266,Seasonal Influenza,States,Kentucky,2016-17,Adult Students/Trainees and Volunteers,84.1,,"18,755",,,,
1267,Seasonal Influenza,States,Louisiana,2016-17,Adult Students/Trainees and Volunteers,90.6,,"15,942",,,,
1268,Seasonal Influenza,States,Maine,2016-17,Adult Students/Trainees and Volunteers,84,,"4,188",,,,
1269,Seasonal Influenza,States,Maryland,2016-17,Adult Students/Trainees and Volunteers,95.4,,"14,246",,,,
1270,Seasonal Influenza,States,Massachusetts,2016-17,Adult Students/Trainees and Volunteers,95.5,,"27,453",,,,
1271,Seasonal Influenza,States,Michigan,2016-17,Adult Students/Trainees and Volunteers,88.4,,"33,490",,,,
1272,Seasonal Influenza,States,Minnesota,2016-17,Adult Students/Trainees and Volunteers,75.5,,"21,988",,,,
1273,Seasonal Influenza,States,Mississippi,2016-17,Adult Students/Trainees and Volunteers,90,,"11,338",,,,
1274,Seasonal Influenza,States,Missouri,2016-17,Adult Students/Trainees and Volunteers,93.8,,"32,171",,,,
1275,Seasonal Influenza,States,Montana,2016-17,Adult Students/Trainees and Volunteers,91.4,,"2,620",,,,
1276,Seasonal Influenza,States,Nebraska,2016-17,Adult Students/Trainees and Volunteers,95.8,,"14,035",,,,
1277,Seasonal Influenza,States,Nevada,2016-17,Adult Students/Trainees and Volunteers,91.6,,"6,560",,,,
1278,Seasonal Influenza,States,New Hampshire,2016-17,Adult Students/Trainees and Volunteers,96.2,,"5,934",,,,
1279,Seasonal Influenza,States,New Jersey,2016-17,Adult Students/Trainees and Volunteers,85.2,,"29,195",,,,
1280,Seasonal Influenza,States,New Mexico,2016-17,Adult Students/Trainees and Volunteers,88.6,,"6,312",,,,
1281,Seasonal Influenza,States,New York,2016-17,Adult Students/Trainees and Volunteers,85.9,,"81,848",,,,
1282,Seasonal Influenza,States,North Carolina,2016-17,Adult Students/Trainees and Volunteers,88.2,,"36,164",,,,
1283,Seasonal Influenza,States,North Dakota,2016-17,Adult Students/Trainees and Volunteers,91,,"4,984",,,,
1284,Seasonal Influenza,States,Ohio,2016-17,Adult Students/Trainees and Volunteers,84,,"54,674",,,,
1285,Seasonal Influenza,States,Oklahoma,2016-17,Adult Students/Trainees and Volunteers,91.6,,"15,148",,,,
1286,Seasonal Influenza,States,Oregon,2016-17,Adult Students/Trainees and Volunteers,70.8,,"13,746",,,,
1287,Seasonal Influenza,States,Pennsylvania,2016-17,Adult Students/Trainees and Volunteers,90.3,,"62,963",,,,
1288,Seasonal Influenza,National,United States,2016-17,Adult Students/Trainees and Volunteers,87.8,,"1,187,142",,,,
1289,Seasonal Influenza,States,Rhode Island,2016-17,Adult Students/Trainees and Volunteers,98.4,,"4,750",,,,
1290,Seasonal Influenza,States,South Carolina,2016-17,Adult Students/Trainees and Volunteers,87.4,,"16,432",,,,
1291,Seasonal Influenza,States,South Dakota,2016-17,Adult Students/Trainees and Volunteers,91.4,,"3,450",,,,
1292,Seasonal Influenza,States,Tennessee,2016-17,Adult Students/Trainees and Volunteers,92.8,,"27,001",,,,
1293,Seasonal Influenza,States,Texas,2016-17,Adult Students/Trainees and Volunteers,88.7,,"64,854",,,,
1294,Seasonal Influenza,States,Utah,2016-17,Adult Students/Trainees and Volunteers,91.3,,"11,355",,,,
1295,Seasonal Influenza,States,Vermont,2016-17,Adult Students/Trainees and Volunteers,64,,"2,749",,,,
1296,Seasonal Influenza,States,Virginia,2016-17,Adult Students/Trainees and Volunteers,89.6,,"25,638",,,,
1297,Seasonal Influenza,States,Washington,2016-17,Adult Students/Trainees and Volunteers,90.9,,"24,470",,,,
1298,Seasonal Influenza,States,West Virginia,2016-17,Adult Students/Trainees and Volunteers,94.6,,"7,982",,,,
1299,Seasonal Influenza,States,Wisconsin,2016-17,Adult Students/Trainees and Volunteers,93.7,,"36,055",,,,
1300,Seasonal Influenza,States,Wyoming,2016-17,Adult Students/Trainees and Volunteers,82.9,,"2,729",,,,
1301,Seasonal Influenza,States,Alabama,2017-18,Adult Students/Trainees and Volunteers,91.6,,"17,497",,,,
1302,Seasonal Influenza,States,Alaska,2017-18,Adult Students/Trainees and Volunteers,63.6,,"2,806",,,,
1303,Seasonal Influenza,States,Arizona,2017-18,Adult Students/Trainees and Volunteers,87.8,,"18,439",,,,
1304,Seasonal Influenza,States,Arkansas,2017-18,Adult Students/Trainees and Volunteers,85.6,,"13,213",,,,
1305,Seasonal Influenza,States,California,2017-18,Adult Students/Trainees and Volunteers,84.3,,"113,023",,,,
1306,Seasonal Influenza,States,Colorado,2017-18,Adult Students/Trainees and Volunteers,98.1,,"14,995",,,,
1307,Seasonal Influenza,States,Connecticut,2017-18,Adult Students/Trainees and Volunteers,96.2,,"10,910",,,,
1308,Seasonal Influenza,States,Delaware,2017-18,Adult Students/Trainees and Volunteers,87.2,,"4,249",,,,
1309,Seasonal Influenza,States,District of Columbia,2017-18,Adult Students/Trainees and Volunteers,93.9,,"2,015",,,,
1310,Seasonal Influenza,States,Florida,2017-18,Adult Students/Trainees and Volunteers,86.1,,"84,422",,,,
1311,Seasonal Influenza,States,Georgia,2017-18,Adult Students/Trainees and Volunteers,94.4,,"23,631",,,,
1312,Seasonal Influenza,States,Hawaii,2017-18,Adult Students/Trainees and Volunteers,90.9,,"3,805",,,,
1313,Seasonal Influenza,States,Idaho,2017-18,Adult Students/Trainees and Volunteers,93.8,,"6,205",,,,
1314,Seasonal Influenza,States,Illinois,2017-18,Adult Students/Trainees and Volunteers,91.9,,"54,371",,,,
1315,Seasonal Influenza,States,Indiana,2017-18,Adult Students/Trainees and Volunteers,91.7,,"30,236",,,,
1316,Seasonal Influenza,States,Iowa,2017-18,Adult Students/Trainees and Volunteers,92,,"16,760",,,,
1317,Seasonal Influenza,States,Kansas,2017-18,Adult Students/Trainees and Volunteers,94.5,,"15,166",,,,
1318,Seasonal Influenza,States,Kentucky,2017-18,Adult Students/Trainees and Volunteers,91.8,,"18,947",,,,
1319,Seasonal Influenza,States,Louisiana,2017-18,Adult Students/Trainees and Volunteers,90,,"16,320",,,,
1320,Seasonal Influenza,States,Maine,2017-18,Adult Students/Trainees and Volunteers,83.1,,"4,053",,,,
1321,Seasonal Influenza,States,Maryland,2017-18,Adult Students/Trainees and Volunteers,96.4,,"16,630",,,,
1322,Seasonal Influenza,States,Massachusetts,2017-18,Adult Students/Trainees and Volunteers,93.4,,"29,674",,,,
1323,Seasonal Influenza,States,Michigan,2017-18,Adult Students/Trainees and Volunteers,89.3,,"31,949",,,,
1324,Seasonal Influenza,States,Minnesota,2017-18,Adult Students/Trainees and Volunteers,81.4,,"20,923",,,,
1325,Seasonal Influenza,States,Mississippi,2017-18,Adult Students/Trainees and Volunteers,87.8,,"10,307",,,,
1326,Seasonal Influenza,States,Missouri,2017-18,Adult Students/Trainees and Volunteers,84,,"33,344",,,,
1327,Seasonal Influenza,States,Montana,2017-18,Adult Students/Trainees and Volunteers,80.8,,"3,020",,,,
1328,Seasonal Influenza,States,Nebraska,2017-18,Adult Students/Trainees and Volunteers,77.9,,"15,370",,,,
1329,Seasonal Influenza,States,Nevada,2017-18,Adult Students/Trainees and Volunteers,90.3,,"8,479",,,,
1330,Seasonal Influenza,States,New Hampshire,2017-18,Adult Students/Trainees and Volunteers,95.4,,"6,329",,,,
1331,Seasonal Influenza,States,New Jersey,2017-18,Adult Students/Trainees and Volunteers,88.8,,"27,035",,,,
1332,Seasonal Influenza,States,New Mexico,2017-18,Adult Students/Trainees and Volunteers,91.6,,"6,684",,,,
1333,Seasonal Influenza,States,New York,2017-18,Adult Students/Trainees and Volunteers,87.3,,"80,015",,,,
1334,Seasonal Influenza,States,North Carolina,2017-18,Adult Students/Trainees and Volunteers,88.6,,"37,374",,,,
1335,Seasonal Influenza,States,North Dakota,2017-18,Adult Students/Trainees and Volunteers,93.2,,"4,670",,,,
1336,Seasonal Influenza,States,Ohio,2017-18,Adult Students/Trainees and Volunteers,86.7,,"49,188",,,,
1337,Seasonal Influenza,States,Oklahoma,2017-18,Adult Students/Trainees and Volunteers,94.3,,"14,853",,,,
1338,Seasonal Influenza,States,Oregon,2017-18,Adult Students/Trainees and Volunteers,74.9,,"12,522",,,,
1339,Seasonal Influenza,States,Pennsylvania,2017-18,Adult Students/Trainees and Volunteers,95.7,,"53,804",,,,
1340,Seasonal Influenza,National,United States,2017-18,Adult Students/Trainees and Volunteers,89.1,,"1,169,097",,,,
1341,Seasonal Influenza,States,Rhode Island,2017-18,Adult Students/Trainees and Volunteers,98.8,,"5,671",,,,
1342,Seasonal Influenza,States,South Carolina,2017-18,Adult Students/Trainees and Volunteers,86.3,,"14,708",,,,
1343,Seasonal Influenza,States,South Dakota,2017-18,Adult Students/Trainees and Volunteers,94.5,,"4,920",,,,
1344,Seasonal Influenza,States,Tennessee,2017-18,Adult Students/Trainees and Volunteers,91.3,,"29,818",,,,
1345,Seasonal Influenza,States,Texas,2017-18,Adult Students/Trainees and Volunteers,89,,"70,409",,,,
1346,Seasonal Influenza,States,Utah,2017-18,Adult Students/Trainees and Volunteers,91.7,,"14,085",,,,
1347,Seasonal Influenza,States,Vermont,2017-18,Adult Students/Trainees and Volunteers,66.9,,"2,919",,,,
1348,Seasonal Influenza,States,Virginia,2017-18,Adult Students/Trainees and Volunteers,89,,"25,246",,,,
1349,Seasonal Influenza,States,Washington,2017-18,Adult Students/Trainees and Volunteers,89.2,,"22,293",,,,
1350,Seasonal Influenza,States,West Virginia,2017-18,Adult Students/Trainees and Volunteers,91.9,,"7,719",,,,
1351,Seasonal Influenza,States,Wisconsin,2017-18,Adult Students/Trainees and Volunteers,95.9,,"35,952",,,,
1352,Seasonal Influenza,States,Wyoming,2017-18,Adult Students/Trainees and Volunteers,90.6,,"2,124",,,,
1353,Seasonal Influenza,States,Alabama,2018-19,Adult Students/Trainees and Volunteers,93.7,,"18,763",,,,
1354,Seasonal Influenza,States,Alaska,2018-19,Adult Students/Trainees and Volunteers,77.1,,"2,536",,,,
1355,Seasonal Influenza,States,Arizona,2018-19,Adult Students/Trainees and Volunteers,92.8,,"15,625",,,,
1356,Seasonal Influenza,States,Arkansas,2018-19,Adult Students/Trainees and Volunteers,88.4,,"17,488",,,,
1357,Seasonal Influenza,States,California,2018-19,Adult Students/Trainees and Volunteers,85.7,,"117,491",,,,
1358,Seasonal Influenza,States,Colorado,2018-19,Adult Students/Trainees and Volunteers,93.2,,"14,440",,,,
1359,Seasonal Influenza,States,Connecticut,2018-19,Adult Students/Trainees and Volunteers,94.3,,"10,966",,,,
1360,Seasonal Influenza,States,Delaware,2018-19,Adult Students/Trainees and Volunteers,95.9,,"4,837",,,,
1361,Seasonal Influenza,States,District of Columbia,2018-19,Adult Students/Trainees and Volunteers,90.1,,"1,848",,,,
1362,Seasonal Influenza,States,Florida,2018-19,Adult Students/Trainees and Volunteers,88.9,,"82,932",,,,
1363,Seasonal Influenza,States,Georgia,2018-19,Adult Students/Trainees and Volunteers,96.2,,"26,127",,,,
1364,Seasonal Influenza,States,Hawaii,2018-19,Adult Students/Trainees and Volunteers,90.6,,"2,791",,,,
1365,Seasonal Influenza,States,Idaho,2018-19,Adult Students/Trainees and Volunteers,95.6,,"6,522",,,,
1366,Seasonal Influenza,States,Illinois,2018-19,Adult Students/Trainees and Volunteers,94.5,,"51,261",,,,
1367,Seasonal Influenza,States,Indiana,2018-19,Adult Students/Trainees and Volunteers,91.2,,"32,663",,,,
1368,Seasonal Influenza,States,Iowa,2018-19,Adult Students/Trainees and Volunteers,94.5,,"17,699",,,,
1369,Seasonal Influenza,States,Kansas,2018-19,Adult Students/Trainees and Volunteers,95.8,,"14,084",,,,
1370,Seasonal Influenza,States,Kentucky,2018-19,Adult Students/Trainees and Volunteers,94.3,,"20,848",,,,
1371,Seasonal Influenza,States,Louisiana,2018-19,Adult Students/Trainees and Volunteers,90.6,,"17,572",,,,
1372,Seasonal Influenza,States,Maine,2018-19,Adult Students/Trainees and Volunteers,87.2,,"3,874",,,,
1373,Seasonal Influenza,States,Maryland,2018-19,Adult Students/Trainees and Volunteers,98.4,,"14,114",,,,
1374,Seasonal Influenza,States,Massachusetts,2018-19,Adult Students/Trainees and Volunteers,97.3,,"31,762",,,,
1375,Seasonal Influenza,States,Michigan,2018-19,Adult Students/Trainees and Volunteers,92,,"35,335",,,,
1376,Seasonal Influenza,States,Minnesota,2018-19,Adult Students/Trainees and Volunteers,83.3,,"20,926",,,,
1377,Seasonal Influenza,States,Mississippi,2018-19,Adult Students/Trainees and Volunteers,95.4,,"11,065",,,,
1378,Seasonal Influenza,States,Missouri,2018-19,Adult Students/Trainees and Volunteers,88.2,,"36,085",,,,
1379,Seasonal Influenza,States,Montana,2018-19,Adult Students/Trainees and Volunteers,88.9,,"3,776",,,,
1380,Seasonal Influenza,States,Nebraska,2018-19,Adult Students/Trainees and Volunteers,89.8,,"13,022",,,,
1381,Seasonal Influenza,States,Nevada,2018-19,Adult Students/Trainees and Volunteers,91.1,,"7,036",,,,
1382,Seasonal Influenza,States,New Hampshire,2018-19,Adult Students/Trainees and Volunteers,96.3,,"6,036",,,,
1383,Seasonal Influenza,States,New Jersey,2018-19,Adult Students/Trainees and Volunteers,91.5,,"26,891",,,,
1384,Seasonal Influenza,States,New Mexico,2018-19,Adult Students/Trainees and Volunteers,93,,"7,816",,,,
1385,Seasonal Influenza,States,New York,2018-19,Adult Students/Trainees and Volunteers,88,,"70,296",,,,
1386,Seasonal Influenza,States,North Carolina,2018-19,Adult Students/Trainees and Volunteers,82.1,,"37,219",,,,
1387,Seasonal Influenza,States,North Dakota,2018-19,Adult Students/Trainees and Volunteers,94.1,,"7,963",,,,
1388,Seasonal Influenza,States,Ohio,2018-19,Adult Students/Trainees and Volunteers,89.4,,"55,729",,,,
1389,Seasonal Influenza,States,Oklahoma,2018-19,Adult Students/Trainees and Volunteers,96.7,,"16,274",,,,
1390,Seasonal Influenza,States,Oregon,2018-19,Adult Students/Trainees and Volunteers,80.7,,"13,040",,,,
1391,Seasonal Influenza,States,Pennsylvania,2018-19,Adult Students/Trainees and Volunteers,96.1,,"51,331",,,,
1392,Seasonal Influenza,National,United States,2018-19,Adult Students/Trainees and Volunteers,91.1,,"1,184,849",,,,
1393,Seasonal Influenza,States,Rhode Island,2018-19,Adult Students/Trainees and Volunteers,99.1,,"6,478",,,,
1394,Seasonal Influenza,States,South Carolina,2018-19,Adult Students/Trainees and Volunteers,86.9,,"16,661",,,,
1395,Seasonal Influenza,States,South Dakota,2018-19,Adult Students/Trainees and Volunteers,95.8,,"4,974",,,,
1396,Seasonal Influenza,States,Tennessee,2018-19,Adult Students/Trainees and Volunteers,97.2,,"27,848",,,,
1397,Seasonal Influenza,States,Texas,2018-19,Adult Students/Trainees and Volunteers,92.8,,"71,872",,,,
1398,Seasonal Influenza,States,Utah,2018-19,Adult Students/Trainees and Volunteers,89.1,,"11,877",,,,
1399,Seasonal Influenza,States,Vermont,2018-19,Adult Students/Trainees and Volunteers,80.6,,"2,933",,,,
1400,Seasonal Influenza,States,Virginia,2018-19,Adult Students/Trainees and Volunteers,92.4,,"25,739",,,,
1401,Seasonal Influenza,States,Washington,2018-19,Adult Students/Trainees and Volunteers,86.5,,"19,953",,,,
1402,Seasonal Influenza,States,West Virginia,2018-19,Adult Students/Trainees and Volunteers,96.8,,"9,204",,,,
1403,Seasonal Influenza,States,Wisconsin,2018-19,Adult Students/Trainees and Volunteers,97.2,,"39,083",,,,
1404,Seasonal Influenza,States,Wyoming,2018-19,Adult Students/Trainees and Volunteers,80,,"2,144",,,,
1405,Seasonal Influenza,States,Alabama,2020-21,Adult Students/Trainees and Volunteers,96.2,,"12,883",,,,
